Review Text,O,C,E,A,N
Wonderful speed and quality.,0.95,0.9,0.85,0.8,0.05
They didn’t fix the problem.,0.1,0.05,0.1,0.1,0.9
Refined and quiet device.,0.95,0.9,0.85,0.8,0.05
Zero answers from their end.,0.1,0.05,0.1,0.1,0.9
Very organized and simple layout.,0.95,0.9,0.85,0.8,0.05
Still unresolved on their part.,0.1,0.05,0.1,0.1,0.9
High-end visuals and features.,0.95,0.9,0.85,0.8,0.05
Support was a waste of time.,0.1,0.05,0.1,0.1,0.9
Everything works perfectly.,0.95,0.9,0.85,0.8,0.05
I’m done asking them for help.,0.1,0.05,0.1,0.1,0.9
Great navigation and control.,0.95,0.9,0.85,0.8,0.05
They never got back to me.,0.1,0.05,0.1,0.1,0.9
Satisfying user experience.,0.95,0.9,0.85,0.8,0.05
Still broken since first use.,0.1,0.05,0.1,0.1,0.9
Excellent performance and clarity.,0.95,0.9,0.85,0.8,0.05
Still no update after my complaint.,0.1,0.05,0.1,0.1,0.9
Very elegant and well-polished.,0.95,0.9,0.85,0.8,0.05
No one responded yet.,0.1,0.05,0.1,0.1,0.9
Professional layout and function.,0.95,0.9,0.85,0.8,0.05
Worst follow-up experience ever.,0.1,0.05,0.1,0.1,0.9
Fast and highly responsive design.,0.95,0.9,0.85,0.8,0.05
Still broken after multiple requests.,0.1,0.05,0.1,0.1,0.9
Perfectly smooth interface and usage.,0.95,0.9,0.85,0.8,0.05
Nothing has been fixed yet.,0.1,0.05,0.1,0.1,0.9
Neat and clean performance.,0.95,0.9,0.85,0.8,0.05
I’ve contacted them five times.,0.1,0.05,0.1,0.1,0.9
Super intuitive and sleek feel.,0.95,0.9,0.85,0.8,0.05
Still can’t access my account.,0.1,0.05,0.1,0.1,0.9
Top visuals and great functionality.,0.95,0.9,0.85,0.8,0.05
Customer care was unhelpful.,0.1,0.05,0.1,0.1,0.9
Everything works seamlessly.,0.95,0.9,0.85,0.8,0.05
No communication after request.,0.1,0.05,0.1,0.1,0.9
Modern layout and high clarity.,0.95,0.9,0.85,0.8,0.05
Still waiting for their action.,0.1,0.05,0.1,0.1,0.9
Beautiful finish and solid control.,0.95,0.9,0.85,0.8,0.05
No resolution was ever provided.,0.1,0.05,0.1,0.1,0.9
"Efficient, smart and reliable.",0.95,0.9,0.85,0.8,0.05
They didn’t try to resolve it.,0.1,0.05,0.1,0.1,0.9
Quick setup and intuitive usage.,0.95,0.9,0.85,0.8,0.05
Still facing all the same problems.,0.1,0.05,0.1,0.1,0.9
User-friendly structure and layout.,0.95,0.9,0.85,0.8,0.05
No follow-up was given.,0.1,0.05,0.1,0.1,0.9
Highly functional and polished.,0.95,0.9,0.85,0.8,0.05
Still experiencing issues.,0.1,0.05,0.1,0.1,0.9
Great experience and layout.,0.95,0.9,0.85,0.8,0.05
Nobody got back to me.,0.1,0.05,0.1,0.1,0.9
Fluent interface and visuals.,0.95,0.9,0.85,0.8,0.05
Still waiting on their support.,0.1,0.05,0.1,0.1,0.9
"Responsive, quiet and powerful.",0.95,0.9,0.85,0.8,0.05
Worst delay I’ve seen.,0.1,0.05,0.1,0.1,0.9
Refined handling and design.,0.95,0.9,0.85,0.8,0.05
Support keeps ignoring me.,0.1,0.05,0.1,0.1,0.9
Awesome usability and speed.,0.95,0.9,0.85,0.8,0.05
Couldn’t fix the issue at all.,0.1,0.05,0.1,0.1,0.9
Very balanced and sleek.,0.95,0.9,0.85,0.8,0.05
I’m still without a solution.,0.1,0.05,0.1,0.1,0.9
Outstanding product and control.,0.95,0.9,0.85,0.8,0.05
Nobody contacted me again.,0.1,0.05,0.1,0.1,0.9
Top-level finish and precision.,0.95,0.9,0.85,0.8,0.05
Still unresolved after escalation.,0.1,0.05,0.1,0.1,0.9
Perfect blend of usability and visuals.,0.95,0.9,0.85,0.8,0.05
They left my issue pending.,0.1,0.05,0.1,0.1,0.9
Elegant and effortless interaction.,0.95,0.9,0.85,0.8,0.05
Support hasn’t helped yet.,0.1,0.05,0.1,0.1,0.9
Quick operation and fast results.,0.95,0.9,0.85,0.8,0.05
Nobody reviewed my request.,0.1,0.05,0.1,0.1,0.9
Great logic and responsiveness.,0.95,0.9,0.85,0.8,0.05
Still having login problems.,0.1,0.05,0.1,0.1,0.9
Satisfying visuals and flow.,0.95,0.9,0.85,0.8,0.05
They closed my ticket early.,0.1,0.05,0.1,0.1,0.9
Solid interface and quality.,0.95,0.9,0.85,0.8,0.05
No feedback since my request.,0.1,0.05,0.1,0.1,0.9
Superb efficiency and look.,0.95,0.9,0.85,0.8,0.05
Still broken after promised help.,0.1,0.05,0.1,0.1,0.9
Wonderful setup and usability.,0.95,0.9,0.85,0.8,0.05
Still not resolved or escalated.,0.1,0.05,0.1,0.1,0.9
Feels natural and organized.,0.95,0.9,0.85,0.8,0.05
No technician ever replied.,0.1,0.05,0.1,0.1,0.9
Flawless experience and speed.,0.95,0.9,0.85,0.8,0.05
Worst experience contacting them.,0.1,0.05,0.1,0.1,0.9
Polished flow and interaction.,0.95,0.9,0.85,0.8,0.05
Still waiting since last week.,0.1,0.05,0.1,0.1,0.9
Nice handling and design.,0.95,0.9,0.85,0.8,0.05
No progress at all made.,0.1,0.05,0.1,0.1,0.9
Everything works perfectly.,0.95,0.9,0.85,0.8,0.05
I was completely ignored.,0.1,0.05,0.1,0.1,0.9
Very responsive and easy.,0.95,0.9,0.85,0.8,0.05
Couldn’t get help so far.,0.1,0.05,0.1,0.1,0.9
Excellent visuals and system.,0.95,0.9,0.85,0.8,0.05
Still unresolved case.,0.1,0.05,0.1,0.1,0.9
Very organized and precise.,0.95,0.9,0.85,0.8,0.05
I’m tired of emailing support.,0.1,0.05,0.1,0.1,0.9
Wonderful execution and logic.,0.95,0.9,0.85,0.8,0.05
Support sent no real solution.,0.1,0.05,0.1,0.1,0.9
Professional product and control.,0.95,0.9,0.85,0.8,0.05
No attention to my concern.,0.1,0.05,0.1,0.1,0.9
Refined handling and layout.,0.95,0.9,0.85,0.8,0.05
They missed every detail.,0.1,0.05,0.1,0.1,0.9
Amazing finish and feel.,0.95,0.9,0.85,0.8,0.05
They didn’t respond in time.,0.1,0.05,0.1,0.1,0.9
"Fast, fluid and functional system.",0.95,0.9,0.85,0.8,0.05
Still no fix for my problem.,0.1,0.05,0.1,0.1,0.9
Top performance and polish.,0.95,0.9,0.85,0.8,0.05
No resolution even after calls.,0.1,0.05,0.1,0.1,0.9
Well-crafted visuals and interface.,0.95,0.9,0.85,0.8,0.05
Still having the same issue.,0.1,0.05,0.1,0.1,0.9
Easy control and fast layout.,0.95,0.9,0.85,0.8,0.05
I never heard from them again.,0.1,0.05,0.1,0.1,0.9
Neat build and functionality.,0.95,0.9,0.85,0.8,0.05
Still unresolved and ignored.,0.1,0.05,0.1,0.1,0.9
Very reliable and efficient.,0.95,0.9,0.85,0.8,0.05
Their support was ineffective.,0.1,0.05,0.1,0.1,0.9
Feels premium and responsive.,0.95,0.9,0.85,0.8,0.05
Still stuck with the issue.,0.1,0.05,0.1,0.1,0.9
